ID,Politican_Similarity,Gender,Age,Affiliation,Study Purpose,Attention Check 1,Attention Check 2,Condition,Proclamation,Perspective,Frame,Voting,Hypocrisy_1,Hypocrisy_2,Hypocrisy_3,Hypocrisy_4,Hypocrisy_5,Honest_frequency,Honest_likelihood,Honest_extreme,Honest_committment,Moral_1,Moral_2,Moral_3
1051,Pretty much most if not all politicians,Female,52,Republican,How trustworthy are political candidates,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,1,7,7,7,7,7,1,1,6,1,1,1,1
1054,Not a specific politician but I believe almost all politicians relate to Matt Johnson's beliefs. ,Male,25,Other,views on a politician ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,5,5,6,5,4,4,1,2,1,2,2,1
1055,"Most of them, to be honest. If I had to pick one: Donald Trump.",Male,28,Republican,"I believe the purpose was to have people reflect on the 2016 election by presenting them with a similar situation, but with different names to try and get them to think about it objectively.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,6,7,5,6,7,3,2,2,2,3,2,2
1056,"Yes, Bill Clinton who lied by saying he did NOT have an affair with Monica Lewinsky.",Male,61,Democrat,"The purpose of this study was to investigate participants' judgments of a political candidate, such as honesty.  In the case of honesty, what the candidate said about NOT receiving funds from political action committees was contradicted by him receiving the funds.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,6,7,6,7,7,4,2,2,1,2,2,2
1057,Not at all.,Male,25,Republican,Not really sure..,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,6,4,3,4,5,2,4,3,5,5,5,6,5
1058,"No , but most campaigns get money from pacs . That should not even be a question.  ",Female,47,Republican,Politics ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,7,3,3,4,3,3,5,3,3,5,4,4,4
1059,Donald Trump,Female,30`,Democrat,Evaluation of Credibility of Politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,5,3,3,3,3,2,6,5,6,4,5,5,5
1060,No,Male,30,Democrat,No idea,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,5,5,5,6,6,5,2,6,2,3,3,2
1061,He seems very typical of a average politican,Male,28,Republican,Perceptions of truth ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,6,4,3,4,4,4,5,3,2,4,3,3,3
1062,No,Male,25,Democrat,Study on political deception,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,4,5,5,6,6,6,2,3,5,2,2,2,1
1063,Most politicians do these things so I can't name them as to there are too many to name,Male,35,Republican,Political trust ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,6,2,1,4,1,3,6,3,3,2,3,3,2
1064,Bernie,Female,29,Democrat,Feelings about truthfulness in politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,2,3,2,2,4,4,3,4,4,4,4,3
1065,"Matthew Johnson has recently made claims that his campaign is entirely financed,individual donors and his own money",Female,39,Republican,about politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,5,5,6,5,6,4,3,4,5,5,6,6,5
1066,Many of them. Most of them lie and most of them take corporate PAC money.,Male,50,Democrat,Studying how people view politicians. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,4,6,5,6,7,7,3,1,2,1,2,2,3
1067,trump,Female,29,Other,to see if the average person thinks lying is a little bit ok,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,5,4,3,2,4,5,6,4,3,3,4,4,4
1068,"I mean it's pretty typical for politicians to say one thing and do another. Most politicians are lying hypocrites, so it made me think of a lot of politicians.",Male,33,Republican,To determine how people perceive a disingenuous politician.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,5,5,6,5,5,5,4,1,3,4,4,3,4
1069,no,Female,30,Democrat,Not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,1,7,7,6,7,7,4,3,2,1,1,1,1
1070,none,Female,42,Republican,unsure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,1,6,4,6,6,6,3,1,7,1,3,3,2
1071,Not particularly,Female,35,Democrat,Not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,3,3,3,5,4,2,4,3,3,1,3,3,3
1072,no,Female,38,Democrat,im not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,5,5,5,5,5,4,2,6,3,4,4,4
1073,Pretty much all of them,Male,24,Democrat,To determine if inconsistencies between a candidate's statements and actions affect a voter's viewpoint on his quality as a candidate.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,5,5,5,3,5,5,3,3,3,4,3,3
1074,Yes,Female,49,Democrat,Understanding attitudes toward political associates,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,5,2,5,5,7,6,4,7,4,2,2,2
1075,no,Male,26,Other,to see if voters will change their mind after being made aware that their nomination is a liar.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,5,5,5,5,5,5,5,5,3,4,4,3
1076,Trump,Male,31,Other,Trump,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,6,4,5,6,6,4,1,3,1,2,2,1
1077,"The biggest liar of all is sitting in the White House now! The only difference is that he was NEVER ethical, moral or honest.",Female,62,Democrat,To see if people care about having a liar represent them.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,6,6,6,6,2,6,3,4,1,2,4,2
1078,donald trump,Male,35,Other,see how people view political liars,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,7,2,7,7,7,1,1,1,1,2,2,1
1079,"Yes, many",Male,34,Democrat,To measure the perception of dishonesty in politics among ones own party,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,4,2,6,2,2,4,2,2,2,2,2,2
1080,no,Female,31,Republican,to determine how people view politicians lying,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,5,5,5,5,3,2,2,2,1,2,2,2
1083,"Yes, to be honest it sounded like a few modern day Demcracts, who lie about their funding, lie about their policy, and just hope that people don't check the facts.  I am not fueling partisanship, but it does some like this type of candidate is common amongst corporately funded democratic individuals. ",Male,30,Other,To determine the influence of ethics and morale over party-based decision making ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,1,7,7,7,7,7,2,1,1,1,1,1,1
1084,"Obviously, lying politicians make me think of President Trump.",Male,31,Democrat,"To gauge people's willingness to vote for a candidate even if they know that candidate is lying, or has lied.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,5,3,5,5,3,5,5,4,3,2,3,3,3
1085,"No one in particular, pretty much all of them did. I feel as if all politicians lie when it comes to getting their agenda out. ",Female,25,Republican,To see how we feel about politicians who blatantly lie. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,7,7,7,7,4,2,1,7,1,1,1,1
1086,Matthew Johnson reminds me of Conor Lamb from the 2018 Special Election in Pennsylvania. ,Male,20,Republican,To understand whether voter's view of honesty in politics are influenced by a candidate's exposed lie. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,5,2,2,3,1,5,6,3,3,5,3,3,5
1087,yes,Female,36,Democrat,I'm not entirely sure.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,6,6,6,6,6,3,2,2,2,2,2,2
1088,Not specifically,Male,36,Republican,I'm not really sure.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,5,5,4,4,4,3,5,3,2,3,4,4,3
1090,Donald Trump,Female,27,Democrat,Judgements of politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,7,7,7,7,7,3,1,7,1,2,2,2
1093,no,Female,37,Democrat,to get opinion on people lying about financial contributions without a name or face,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,6,3,5,2,2,5,6,4,5,3,3,4,4
1094,"Trump, Hillary",Male,60,Other,How people interpret a politician stating he find not telling the truth acceptable.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,3,5,6,6,3,3,1,2,1,3,3,2
1095,Donald Trump,Female,46,Democrat,To understand if people think lying is an issue in politics.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,5,4,4,5,4,4,4,3,1,2,2,2
1096,No,Male,46,Republican,To see what my opinion is on this person.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,5,6,4,5,6,4,2,5,2,3,4,3
1097,no,Female,49,Republican,How we judge politicians with a little more information about them.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,6,5,6,5,7,4,3,2,3,3,3,2
1098,The recent oklahoma election stitt seems to be in the pocket of gas and oil,Male,23,Other,Don't really know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,4,2,5,5,4,4,2,3,2,2,2,2
1099,most politicians,Male,35,Democrat,Not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,6,6,7,6,7,6,3,5,5,7,6,6,6
1101,all of them,Male,49,Republican,ethics in politics,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,5,6,5,5,5,5,3,3,2,2,2,2
1102,Yes,Male,24,Other,Find out if people care about honesty in their politicians.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,1,6,6,6,6,6,2,1,7,3,2,2,2
1103,No,Female,19,Republican,to see if the general public can distinguish between what politicians say and what they actually do. Just because his campaign was funded by PAC's does not mean he does not care about the issues on his platform. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,5,3,3,4,2,7,5,4,3,2,4,4,4
1105,Every politician is a liar. ,Female,41,Republican,Determine how forgiving we were of politicians' lies. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,4,6,6,6,6,6,4,2,1,1,2,2,2
1107,A few,Female,35,Democrat,Public perception of dishonestly in politics,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,3,5,5,4,5,6,4,3,6,3,3,4,3
1108,Most politicians came to mind,Female,27,Republican,To see how people feel about blatantly dishonest politicians.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,3,3,3,2,3,2,1,2,2,2,2,2
1110,No one specifically,Male,34,Democrat,If you still support a politician when confronted with conflicting information,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,3,5,5,5,6,5,4,1,2,2,2,3,2
